name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl/kmpkg),engine(CC),max_power(bhp),seats
HyundaiSantroXingGLS,2011,165000,75000,Petrol,Individual,Manual,FirstOwner,17.92,1086,62.1,5
HyundaiAentGLE,2007,80000,120000,Petrol,Individual,Manual,SecondOwner,13.2,1495,94,5
MahindraXUV500W82WD,2012,535000,120000,Diesel,Individual,Manual,FirstOwner,15.1,2179,140,7
ToyotaInnova2.5EV(Diesel)PS7SeaterBSIV,2013,700000,70000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.57,7
MarutiSwiftDzireVDI,2013,550000,70000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
HondaAmazeSCVTPetrolBSIV,2019,680000,15000,Petrol,Individual,Automatic,FirstOwner,19,1199,88.76,5
Hyundaii10Sportz1.2,2009,200000,53000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
MarutiSwiftDzireVDI,2014,500000,120000,Diesel,Individual,Manual,SecondOwner,23.4,1248,74,5
MarutiErtigaSHVSZDIPlus,2016,1000000,70000,Diesel,Individual,Manual,FirstOwner,24.52,1248,88.5,7
HyundaiGetz1.3GVS,2008,110000,120000,Petrol,Individual,Manual,SecondOwner,14.2,1341,82.9,5
Hyundaii201.2Magna,2012,320000,100000,Petrol,Individual,Manual,SecondOwner,18.5,1197,80,5
TataIndicaDLS,2005,75000,110000,Diesel,Individual,Manual,SecondOwner,,,,
MarutiSwiftLXIOptional-O,2015,350000,100000,Petrol,Individual,Manual,FirstOwner,20.4,1197,83.11,5
TataIndicaVistaTDILS,2013,170000,162500,Diesel,Individual,Manual,FirstOwner,19.4,1405,70,5
Hyundaii202015-2017Asta1.4CRDi,2017,800000,39000,Diesel,Individual,Manual,FirstOwner,22.54,1396,88.73,5
MarutiIgnis1.3Alpha,2017,500000,75000,Diesel,Individual,Manual,FirstOwner,26.8,1248,74,5
TataHexaXTA,2017,1380000,50000,Diesel,Individual,Automatic,FirstOwner,17.6,2179,153.86,7
MahindraMarazzoM68Str,2019,1300000,40000,Diesel,Individual,Manual,FirstOwner,17.3,1497,121,8
HyundaiVerna1.6CRDI,2013,530000,92500,Diesel,Individual,Manual,FirstOwner,22.32,1582,126.3,5
MarutiSwiftDzireVDI,2012,360000,158000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
MarutiSwiftDzireLDi,2012,310000,120000,Diesel,Individual,Manual,FirstOwner,19.3,1248,73.9,5
HondaCityiDTECV,2015,725000,50000,Diesel,Individual,Manual,SecondOwner,26,1498,98.6,5
MarutiSwiftDzireZDi,2012,340000,110000,Diesel,Individual,Manual,FirstOwner,19.3,1248,73.9,5
HyundaiXcent1.2CRDiE,2017,550000,2000,Diesel,Individual,Manual,SecondOwner,25.4,1186,73.97,5
ToyotaFortuner3.0Diesel,2011,1150000,181000,Diesel,Individual,Manual,SecondOwner,11.5,2982,171,7
TataTiago1.05RevotorqXZ,2016,380000,70000,Diesel,Individual,Manual,FirstOwner,27.28,1047,69,5
NissanSunnyXLATSpecialEdition,2013,350000,90000,Petrol,Individual,Automatic,SecondOwner,17.97,1498,99.6,5
HyundaiElitei20MagnaPlusBSIV,2019,610000,2000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.86,5
MarutiSwiftDzireVXI,2015,525000,20000,Petrol,Individual,Manual,FirstOwner,20.85,1197,83.14,5
ToyotaInnova2.5GX7STR,2011,480000,120000,Diesel,Individual,Manual,FirstOwner,12.8,2494,102,7
MahindraTharCRDe,2017,780000,35000,Diesel,Individual,Manual,FirstOwner,16.55,2498,105,6
MarutiSwiftDzireZDi,2012,320000,193000,Diesel,Individual,Manual,FirstOwner,19.3,1248,73.9,5
MarutiSwift1.2DLX(OnlyDelhi),2014,375000,80000,Petrol,Individual,Manual,FirstOwner,20.4,1197,81.8,5
DatsunGODPetrol,2019,300000,40000,Petrol,Individual,Manual,FirstOwner,19.02,1198,67.05,5
Hyundaii20Asta1.4CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth&AboveOwner,22.54,1396,88.73,5
MahindraScorpioLX,2011,404000,122358,Diesel,Individual,Manual,FirstOwner,12.05,2179,120,9
TataSumoGoldEXBSIII,2015,500000,75000,Diesel,Individual,Manual,FirstOwner,14.07,2956,69.01,7
TataTiagoWizz1.05Revotorq,2017,350000,120000,Diesel,Individual,Manual,FirstOwner,27.28,1047,69,5
TataZestRevotron1.2XT,2015,380000,40000,Petrol,Individual,Manual,FirstOwner,17.57,1193,88.7,5
HyundaiAentGLE,2008,114999,95200,Petrol,Individual,Manual,ThirdOwner,13.2,1495,94,5
HondaBrioExclusiveEdition,2014,335000,33033,Petrol,Dealer,Manual,FirstOwner,19.4,1198,86.8,5
HyundaiGrandi10ATAsta,2015,465000,63063,Petrol,Dealer,Automatic,FirstOwner,18.9,1197,82,5
TataManzaClubClassQuadrajet90LX,2012,290000,60000,Diesel,Individual,Manual,FirstOwner,21.02,1248,88.76,5
MarutiAltoLX,2005,110000,45000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
TataNewSafariDICOR2.2EX4x2,2011,450000,80000,Diesel,Individual,Manual,ThirdOwner,11.57,2179,138.1,7
MahindraBoleroSLE,2009,400000,170000,Diesel,Individual,Manual,SecondOwner,13.6,2523,63,7
MahindraBoleroDIDX7Seater,2007,210000,207890,Diesel,Individual,Manual,SecondOwner,13.6,2523,63,7
Mercedes-BenzGL-Class220d4MATICSport,2018,4600000,7976,Diesel,Individual,Automatic,FirstOwner,17.9,2143,170,5
MarutiOmniEMPISTDBSIV,2016,220000,35000,Petrol,Individual,Manual,FirstOwner,16.8,796,34.2,8
HyundaiGrandi10Sportz,2017,450000,35000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
HyundaiGrandi10Sportz,2017,450000,35000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
Hyundaii10SportzAT,2013,290000,50000,Petrol,Individual,Automatic,FirstOwner,16.95,1197,78.9,5
MarutiSwiftVXIDeca,2016,520000,20000,Petrol,Individual,Manual,FirstOwner,20.4,1197,81.8,5
Hyundaii10SportzAT,2011,265000,20000,Petrol,Individual,Automatic,FirstOwner,16.95,1197,78.9,5
MarutiSwiftVXI,2012,330000,50000,Petrol,Individual,Manual,SecondOwner,18.6,1197,85.8,5
MarutiSwiftVXI,2012,330000,50000,Petrol,Individual,Manual,SecondOwner,18.6,1197,85.8,5
MahindraBolero2011-2019ZLX,2014,509999,120000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
HyundaiVerna1.6SXVTVT(O),2014,500000,70000,Petrol,Individual,Manual,FirstOwner,17.1,1591,121.3,5
Hyundaii20Active1.2,2015,525000,50000,Petrol,Individual,Manual,FirstOwner,17.19,1197,81.86,5
MarutiBalenoZeta,2019,675000,16500,Petrol,Individual,Manual,FirstOwner,21.01,1197,81.8,5
Hyundaii201.2Asta,2010,300000,70000,Petrol,Individual,Manual,FirstOwner,17,1197,80,5
MarutiAltoLXI,2005,90000,99361,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
MarutiSwiftDzireVDI,2017,650000,25000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
MarutiSwiftDzireVXI,2014,409000,70000,Petrol,Individual,Manual,SecondOwner,19.1,1197,85.8,5
HyundaiGrandi10CRDiSportz,2015,395000,80000,Diesel,Individual,Manual,SecondOwner,24,1120,70,5
MarutiSwift1.3VXi,2010,215000,70000,Petrol,Individual,Manual,SecondOwner,,,,
MarutiSwiftDzireVXI,2014,400000,70000,Petrol,Individual,Manual,SecondOwner,19.1,1197,85.8,5
ChevroletBeatLS,2012,120000,60000,Petrol,Individual,Manual,ThirdOwner,18.6,1199,79.4,5
TataTigor1.2RevotronXZA,2018,645000,10000,Petrol,Individual,Automatic,FirstOwner,20.3,1199,84,5
Maruti800Std,2006,81000,80000,Petrol,Individual,Manual,FirstOwner,16.1,796,37,4
HondaCityi-DTECVX,2017,1300000,30000,Diesel,Individual,Manual,FirstOwner,25.6,1498,97.9,5
HondaCityi-DTECVX,2017,1250000,33000,Diesel,Individual,Manual,FirstOwner,25.6,1498,97.9,5
MarutiErtigaVXI,2013,535000,90000,Petrol,Individual,Manual,ThirdOwner,16.02,1373,93.7,7
NissanTerranoXVPremium110PS,2014,555000,80100,Diesel,Individual,Manual,SecondOwner,19.01,1461,108.5,5
HondaCityiVTECVX,2014,725000,120000,Petrol,Individual,Manual,FirstOwner,17.4,1497,117.3,5
MahindraWillysCJ3B4X4,1983,300000,10000,Diesel,Individual,Manual,ThirdOwner,,,,
RenaultKWIDRXL,2016,229999,40000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
ToyotaInnova2.5GX(Diesel)8Seater,2013,800000,160000,Diesel,Individual,Manual,SecondOwner,12.99,2494,100.6,8
MarutiWagonRVXIBSIV,2017,409999,47000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
HyundaiCreta1.4CRDiSPlus,2018,1210000,25000,Diesel,Individual,Manual,FirstOwner,21.38,1396,88.7,5
TataTiago1.2RevotronXZ,2017,400000,26000,Petrol,Individual,Manual,FirstOwner,23.84,1199,84,5
HyundaiGrandi101.2CRDiSportz,2018,520000,29000,Diesel,Individual,Manual,FirstOwner,24,1186,73.97,5
MarutiBalenoZetaAutomatic,2016,650000,50000,Petrol,Individual,Automatic,FirstOwner,21.4,1197,83.1,5
MarutiSwiftZXIABS,2011,325000,58000,Petrol,Individual,Manual,ThirdOwner,16.1,1298,88.2,5
MarutiSwiftDzireVXiAT,2012,420000,120000,Petrol,Individual,Automatic,FirstOwner,17.4,1197,85.8,5
MarutiSwiftLXIOption,2014,400000,50000,Petrol,Individual,Manual,FirstOwner,20.4,1197,81.8,5
Hyundaii201.2Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth&AboveOwner,17,1197,80,5
MarutiZenLXI,2003,65000,60000,Petrol,Individual,Manual,Fourth&AboveOwner,17.3,993,60,5
MarutiCelerioLXI,2017,351000,36000,Petrol,Individual,Manual,FirstOwner,23.1,998,67.04,5
ToyotaInnova2.5VDiesel8-seater,2007,404000,120000,Diesel,Individual,Manual,ThirdOwner,12.8,2494,102,8
MarutiRitzLDi,2011,185000,185000,Diesel,Individual,Manual,ThirdOwner,21.1,1248,73.9,5
NissanMicraDieselXV,2011,250000,50000,Diesel,Individual,Manual,FirstOwner,23.08,1461,63.1,5
MarutiZenLXI,2002,60000,100000,Petrol,Individual,Manual,Fourth&AboveOwner,17.3,993,60,5
HyundaiVerna1.6SXVTVT(O),2013,500000,50000,Petrol,Individual,Manual,SecondOwner,17.1,1591,121.3,5
MarutiZenEstiloLXIBSIII,2007,85000,80000,Petrol,Individual,Manual,SecondOwner,18.2,998,67.1,5
HyundaiSantroXingXL,2005,85000,60000,Petrol,Individual,Manual,SecondOwner,,,,
MarutiAltoLX,2005,85000,80000,Petrol,Individual,Manual,Fourth&AboveOwner,19.7,796,46.3,5
MarutiSwiftDzireZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth&AboveOwner,19.3,1248,73.9,5
MarutiA-StarVxi,2010,130000,162000,Petrol,Individual,Manual,SecondOwner,19,998,66.1,5
MarutiErtigaVDI,2013,480000,110000,Diesel,Individual,Manual,ThirdOwner,20.77,1248,88.76,7
MarutiSwiftLdiBSIII,2008,170000,120000,Diesel,Individual,Manual,ThirdOwner,17.8,1248,75,5
NissanMicraDieselXV,2011,275000,45000,Diesel,Individual,Manual,FirstOwner,23.08,1461,63.1,5
MarutiWagonRLXI,2005,89000,90000,Petrol,Individual,Manual,SecondOwner,18.9,998,67.1,5
FordFigoDieselTitanium,2010,170000,90000,Diesel,Individual,Manual,SecondOwner,20,1399,68,5
MahindraXUV300W8OptionBSIV,2019,1090000,16500,Petrol,Dealer,Manual,FirstOwner,17,1197,110,5
HyundaiCreta1.6CRDiATSXPlus,2017,1100000,67000,Diesel,Individual,Automatic,FirstOwner,17.01,1582,126.2,5
MarutiSwiftVXIBSIV,2018,610000,52000,Petrol,Dealer,Manual,FirstOwner,22,1197,81.8,5
DatsunGOTOptionBSIV,2016,335000,40000,Petrol,Dealer,Manual,FirstOwner,20.63,1198,67,5
HyundaiGrandi10Asta,2015,434999,40000,Petrol,Dealer,Manual,FirstOwner,18.9,1197,82,5
ToyotaFortuner2.82WDMTBSIV,2018,3000000,35000,Diesel,Individual,Manual,FirstOwner,14.24,2755,174.5,7
RenaultKWIDRXL,2018,390000,13000,Petrol,Dealer,Manual,FirstOwner,20.71,799,53.26,5
HondaBrio1.2VXMT,2012,325000,40000,Petrol,Dealer,Manual,FirstOwner,18.5,1198,86.8,5
VolkswagenAmeo1.2MPIComfortlinePlus,2019,640000,10000,Petrol,Dealer,Manual,FirstOwner,17,1198,73.75,5
NissanSunnyXVSpecialEdition,2012,450000,9000,Petrol,Dealer,Manual,FirstOwner,16.95,1498,97.7,5
ToyotaEtiosLivaGDSP,2013,400000,70000,Diesel,Dealer,Manual,SecondOwner,23.59,1364,67.06,5
Hyundaii10Sportz,2009,215000,60000,Petrol,Dealer,Manual,FirstOwner,20.36,1197,78.9,5
RenaultDuster85PSDieselRxL,2014,570000,40000,Diesel,Dealer,Manual,FirstOwner,20.45,1461,83.8,5
MahindraXUV500W82WD,2012,680000,93000,Diesel,Dealer,Manual,FirstOwner,15.1,2179,140,7
ToyotaInnova2.5VDiesel7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth&AboveOwner,12.8,2494,102,7
TataIndigoCSeGLXBSIV,2011,150000,50000,Petrol,Individual,Manual,SecondOwner,15.64,1193,64.08,5
HyundaiElantraSXAT,2013,690000,68000,Petrol,Dealer,Automatic,FirstOwner,14.5,1797,147.5,5
Mercedes-BenzNewC-Class220CDIAT,2013,1550000,25000,Diesel,Individual,Automatic,FirstOwner,14.84,2143,170,5
TataNanoSTD,2012,64000,18000,Petrol,Dealer,Manual,FirstOwner,25.4,624,37.5,4
NissanMicraDieselXL,2013,250000,120000,Diesel,Individual,Manual,FirstOwner,23.08,1461,63.1,5
MarutiWagonRLXI,2005,65000,35000,Petrol,Individual,Manual,FirstOwner,18.9,998,67.1,5
MarutiSwiftDzireVDI,2016,550000,60000,Diesel,Individual,Manual,SecondOwner,26.59,1248,74,5
Hyundaii10Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth&AboveOwner,20.36,1197,78.9,5
RenaultKWIDRXT,2016,300000,30000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
VolkswagenGTI1.8TSI,2016,800000,70000,Petrol,Individual,Automatic,FirstOwner,16.34,1798,189.3,5
JaguarXE2016-20192.0LDieselPrestige,2017,2625000,9000,Diesel,Dealer,Automatic,FirstOwner,13.6,1999,177,5
LexusES300h,2019,5150000,20000,Petrol,Dealer,Automatic,FirstOwner,22.37,2487,214.56,5
JaguarXF2.0DieselPortfolio,2017,3200000,45000,Diesel,Dealer,Automatic,FirstOwner,19.33,1999,177,5
TataSafariStormeEX,2015,503000,110000,Diesel,Individual,Manual,FirstOwner,14.1,2179,147.94,7
VolvoXC40D4InscriptionBSIV,2019,3800000,20000,Diesel,Individual,Automatic,FirstOwner,18,1969,190,5
ToyotaCamry2.5Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,FirstOwner,19.16,2494,157.7,5
MarutiWagonRLXI,2013,225000,58343,Petrol,Dealer,Manual,FirstOwner,21.79,998,67.05,5
MarutiBalenoAlpha1.3,2018,740000,38817,Diesel,Dealer,Manual,FirstOwner,27.39,1248,74,5
HondaJazzVX,2016,550000,56494,Petrol,Dealer,Manual,FirstOwner,18.2,1199,88.7,5
ToyotaInnova2.5VX(Diesel)7Seater,2013,750000,79328,Diesel,Dealer,Manual,SecondOwner,12.99,2494,100.6,7
MarutiSwiftAMTVVTVXI,2019,650000,5621,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
ToyotaEtiosVX,2017,625000,25538,Petrol,Dealer,Manual,FirstOwner,16.78,1496,88.73,5
MarutiSwiftAMTZXI,2018,600000,69779,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
HyundaiGrandi101.2CRDiSportz,2017,450000,56290,Diesel,Dealer,Manual,FirstOwner,24,1186,73.97,5
BMWX4MSportXxDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
BMWX4MSportXxDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
HondaAmazeVCVTPetrolBSIV,2019,779000,7032,Petrol,Dealer,Automatic,FirstOwner,19,1199,88.76,5
SkodaRapid1.6MPIATElegance,2016,645000,11000,Petrol,Dealer,Automatic,FirstOwner,14.3,1598,103.5,5
VolvoV40D3R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,FirstOwner,16.8,1984,150,5
Hyundaii10Magna,2010,150000,106000,Petrol,Individual,Manual,ThirdOwner,20.36,1197,78.9,5
ToyotaEtiosLivaDieselTRDSportivo,2012,265000,162000,Diesel,Individual,Manual,ThirdOwner,,,,
HondaCR-V2.4L4WDAT,2009,500000,120000,Petrol,Individual,Automatic,SecondOwner,11.1,2354,158.8,5
MarutiSwiftDzireVDI,2015,480000,90000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
HyundaiVerna1.6SXCRDi(O),2014,535000,70000,Diesel,Individual,Manual,ThirdOwner,22.32,1582,126.32,5
ToyotaInnova2.5G1Diesel8-seater,2005,250000,240000,Diesel,Individual,Manual,ThirdOwner,12.8,2494,102,8
MarutiSX4CelebrationDiesel,2012,300000,100000,Diesel,Individual,Manual,SecondOwner,21.5,1248,88.8,5
HyundaiVernaXXiABS(Petrol),2009,340000,214000,Petrol,Individual,Manual,SecondOwner,13.9,1599,103.2,5
HyundaiVernaCRDiSX,2009,340000,214000,Diesel,Individual,Manual,SecondOwner,16.8,1493,110,5
MarutiAlto800VXI,2016,240000,50000,Petrol,Individual,Manual,FirstOwner,22.74,796,47.3,5
HondaCityi-VTECCVTV,2018,1085000,1000,Petrol,Individual,Automatic,FirstOwner,18,1497,117.6,5
MarutiSwiftDzireAMTVDI,2017,750000,19000,Diesel,Individual,Automatic,FirstOwner,28.4,1248,74.02,5
TataIndigoLS,2012,95000,265000,Diesel,Individual,Manual,SecondOwner,17,1405,70,5
MarutiEecoCNG5SeaterAC,2020,409999,35000,CNG,Individual,Manual,FirstOwner,20.88,1196,61.7,5
MarutiAltoK10VXI,2014,215000,80000,Petrol,Individual,Manual,SecondOwner,23.95,998,67.05,5
MahindraXUV500ATW10AWD,2016,1290000,50000,Diesel,Individual,Automatic,FirstOwner,16,2179,140,7
MarutiAltoK10LXI,2010,150000,80000,Petrol,Individual,Manual,FirstOwner,20.92,998,67.1,5
HyundaiEONSportz,2013,219000,50000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
TataTiago1.2RevotronXE,2018,325000,100000,Petrol,Individual,Manual,FirstOwner,23.84,1199,84,5
MarutiEecoSmiles5SeaterAC,2013,260000,120000,Petrol,Individual,Manual,SecondOwner,15.1,1196,73,5
JaguarXE2016-20192.0LDieselPrestige,2017,2625000,9000,Diesel,Dealer,Automatic,FirstOwner,13.6,1999,177,5
LexusES300h,2019,5150000,20000,Petrol,Dealer,Automatic,FirstOwner,22.37,2487,214.56,5
JaguarXF2.0DieselPortfolio,2017,3200000,45000,Diesel,Dealer,Automatic,FirstOwner,19.33,1999,177,5
TataSafariStormeEX,2015,503000,110000,Diesel,Individual,Manual,FirstOwner,14.1,2179,147.94,7
VolvoXC40D4InscriptionBSIV,2019,3800000,20000,Diesel,Individual,Automatic,FirstOwner,18,1969,190,5
ToyotaCamry2.5Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,FirstOwner,19.16,2494,157.7,5
MarutiWagonRLXI,2013,225000,58343,Petrol,Dealer,Manual,FirstOwner,21.79,998,67.05,5
MarutiBalenoAlpha1.3,2018,740000,38817,Diesel,Dealer,Manual,FirstOwner,27.39,1248,74,5
HondaJazzVX,2016,550000,56494,Petrol,Dealer,Manual,FirstOwner,18.2,1199,88.7,5
ToyotaInnova2.5VX(Diesel)7Seater,2013,750000,79328,Diesel,Dealer,Manual,SecondOwner,12.99,2494,100.6,7
MarutiSwiftAMTVVTVXI,2019,650000,5621,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
ToyotaEtiosVX,2017,625000,25538,Petrol,Dealer,Manual,FirstOwner,16.78,1496,88.73,5
MarutiSwiftAMTZXI,2018,600000,69779,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
HyundaiGrandi101.2CRDiSportz,2017,450000,56290,Diesel,Dealer,Manual,FirstOwner,24,1186,73.97,5
BMWX4MSportXxDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
BMWX4MSportXxDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
HondaAmazeVCVTPetrolBSIV,2019,779000,7032,Petrol,Dealer,Automatic,FirstOwner,19,1199,88.76,5
SkodaRapid1.6MPIATElegance,2016,645000,11000,Petrol,Dealer,Automatic,FirstOwner,14.3,1598,103.5,5
VolvoV40D3R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,FirstOwner,16.8,1984,150,5
HondaAmazeSCVTDieselBSIV,2019,700000,40000,Diesel,Individual,Automatic,FirstOwner,23.8,1498,78.9,5
HyundaiCreta1.4CRDiBase,2017,950000,45000,Diesel,Individual,Manual,FirstOwner,21.38,1396,88.7,5
MarutiAltoLXiBSIII,2010,160000,80000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
HyundaiXcent1.1CRDiSOption,2015,409999,135000,Diesel,Individual,Manual,SecondOwner,24.4,1120,71.01,5
ToyotaInnova2.5G(Diesel)7Seater,2015,840000,120000,Diesel,Individual,Manual,SecondOwner,12.99,2494,100.6,7
ToyotaEtiosLivaDiesel,2013,450000,67000,Diesel,Individual,Manual,FirstOwner,23.59,1364,67.1,5
MarutiSwiftDzireZDIPlus,2017,900000,50000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74.02,5
ToyotaInnova2.5VDiesel7-seater,2008,570000,134000,Diesel,Individual,Manual,SecondOwner,12.8,2494,102,7
NissanMicraDieselXV,2011,254999,110000,Diesel,Individual,Manual,SecondOwner,23.08,1461,63.1,5
Maruti800ACBSIII,2009,130000,40000,Petrol,Individual,Manual,FirstOwner,16.1,796,37,4
MarutiSwiftDzireVDI,2013,530000,120000,Diesel,Individual,Manual,SecondOwner,23.4,1248,74,5
VolkswagenPolo1.5TDIHighline,2015,520000,110000,Diesel,Individual,Manual,SecondOwner,20.14,1498,88.8,5
MahindraVerito1.5D2BSIII,2011,229999,170000,Diesel,Individual,Manual,SecondOwner,21,1461,64.1,5
Maruti800ACBSIII,2004,81000,80000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
MarutiSwiftVDIOptional,2016,600000,47000,Diesel,Individual,Manual,FirstOwner,25.2,1248,74,5
HyundaiXcent1.2KappaSOption,2015,409999,93000,Petrol,Individual,Manual,FirstOwner,19.1,1197,81.86,5
Maruti800Std,2010,120000,70000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
MarutiCelerioVXI,2014,320000,50000,Petrol,Individual,Manual,FirstOwner,23.1,998,67.04,5
FordFigoDieselEXI,2015,292000,70000,Diesel,Individual,Manual,FirstOwner,20,1399,68.05,5
TataSafariDICOR2.2LX4x2,2012,390000,80000,Diesel,Individual,Manual,FirstOwner,13.93,2179,138.03,7
FordFigo1.2PTitaniumPlusMT,2016,550000,44000,Petrol,Individual,Manual,FirstOwner,18.16,1196,86.8,5
MarutiCelerioZXI,2014,385000,25000,Petrol,Individual,Manual,FirstOwner,23.1,998,67.04,5
HyundaiCreta1.6VTVTS,2016,800000,25000,Petrol,Individual,Manual,FirstOwner,15.29,1591,121.3,5
MarutiSwiftDzireVXI1.2,2019,675000,10000,Petrol,Individual,Manual,FirstOwner,21.21,1197,81.8,5
TataHexaXT,2018,1525000,50000,Diesel,Individual,Manual,FirstOwner,17.6,2179,153.86,7
FordEcoSport1.5DieselTitaniumPlusBSIV,2018,950000,30000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
Hyundaii20Active1.4SXwithAVN,2015,610000,50000,Diesel,Individual,Manual,SecondOwner,21.19,1396,88.73,5
Hyundaii20Asta1.4CRDi,2012,525000,120000,Diesel,Individual,Manual,FirstOwner,22.54,1396,88.73,5
HondaAmazeSCVTDieselBSIV,2019,700000,40000,Diesel,Individual,Automatic,FirstOwner,23.8,1498,78.9,5
MahindraBolero2011-2019SLE,2015,375000,80000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
NissanTerranoXLPlus85PS,2015,580000,90000,Diesel,Individual,Manual,FirstOwner,20.45,1461,83.8,5
MarutiSwiftVXIWindsongLimitededition,2015,434999,50000,Petrol,Individual,Manual,SecondOwner,20.4,1197,83.11,5
DatsunRediGO1.0S,2020,350000,2136,Petrol,Individual,Manual,FirstOwner,22.5,999,67,5
ToyotaInnova2.5G(Diesel)7Seater,2012,730000,250000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100,7
Hyundaii20Magna1.2,2015,600000,35000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
ToyotaInnova2.5VX(Diesel)7Seater,2015,1050000,120000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,7
MarutiBalenoAlpha1.3,2017,735000,70000,Diesel,Individual,Manual,FirstOwner,27.39,1248,74,5
RenaultDuster110PSDieselRxZ,2018,1050000,18000,Diesel,Dealer,Manual,FirstOwner,19.6,1461,108.45,5
ChevroletEnjoy1.3TCDiLS7,2016,420000,110000,Diesel,Individual,Manual,SecondOwner,18.2,1248,73.74,7
MarutiSX4SCross2015-2017DDiS200Zeta,2017,800000,60000,Diesel,Individual,Manual,FirstOwner,23.65,1248,88.5,5
ToyotaFortuner4x2AT,2015,2000000,60000,Diesel,Individual,Automatic,FirstOwner,12.55,2982,168.5,7
MarutiSwiftDzireVDI,2016,600000,147000,Diesel,Individual,Manual,SecondOwner,26.59,1248,74,5
ToyotaFortuner4x2AT,2015,1900000,130000,Diesel,Individual,Automatic,FirstOwner,12.55,2982,168.5,7
ChevroletCaptivaLT,2011,500000,99500,Diesel,Individual,Manual,ThirdOwner,11.5,1991,147.9,7
TataIndicaVistaAqua1.4TDI,2011,200000,110000,Diesel,Individual,Manual,SecondOwner,17,1405,71,5
NissanMicraActiveXLPetrol,2016,370000,35000,Petrol,Individual,Manual,FirstOwner,19.49,1198,67.04,5
HyundaiVernaTransformCRDiVGTSXABS,2010,260000,110000,Diesel,Individual,Manual,SecondOwner,16.2,1493,110,5
MahindraKUV100mFALCOND75K8,2016,280000,100000,Diesel,Individual,Manual,FirstOwner,25.32,1198,77,6
MarutiErtigaVXI,2014,610000,21000,Petrol,Individual,Manual,FirstOwner,16.02,1373,93.7,7
FordFiestaTitanium1.5TDCi,2013,300000,60000,Diesel,Individual,Manual,SecondOwner,23.5,1498,90,5
